CONFERENCE_EVENT,"Coney Island is calling!
Spend the Summer working at Luna Park in Coney Island!
Come to the Luna Park Job Fair
Friday, February 26th 10am ‰ÛÒ 6pm
B&B Carousell
Located on the Boardwalk between Kensington Walk and the Parachute Jump.
Visit our Employment page for a list of current opportunities:
LunaParkNYC.com/about/employment
*Please note that all candidates must be 18 years of age or older,
and must bring an updated copy of their resume in order to be interviewed.*
For more information, contact us at 718-373-5862 or Info@LunaParkNYC.com",1,CONFERENCE_EVENT
On view June 19‰ÛÒSeptember 18, 2016.

FORTY
On view June 19‰ÛÒAugust 28, 2016

PAPO COLO
On view through August 28, 2016

MERIEM BENNANI: FLY
On view June 19‰ÛÒAugust 28, 2016

DENG TAI: SHADOW
On view June 19‰ÛÒAugust 28, 2016

This event is free and open to the public.  For more information: http://momaps1.org/calendar/view/633/",1,ART_EVENT

MUSIC_EVENT,"LINEUP

Danny Krivit / 718 Sessions + Body & Soul / New York, NY
Honey Soundsystem / Honey Soundsystem / San Francisco, CA
MHD (LIVE) / Artside / Paris, France
Nancy Whang / DFA Records / Brooklyn, NY
Kenton Slash Demon / Future Classics / Copenhagen, Denmark
Guiddo / Beats In Space + Luv Shack / Warsaw, Poland + Shenzhen, China


MoMA PS1 presents Warm Up 2016, beginning June 11 and taking place every Saturday this summer through August 27. A New York summer staple now in its 19th year, Warm Up, MoMA PS1‰Ûªs highly anticipated outdoor music series continues its tradition of introducing audiences to the best in experimental music, sound, and DJs‰ÛÓboth local and international‰ÛÓacross a range of genres. Warm Up supports both established and emerging artists by creating a platform that allows for experimentation and provides a space for collaboration, new material, and side projects.

ADMISSION

Children ages 6 and older must have a ticket for entrance.
Become a MoMA PS1 Plus Member and enjoy discounted Warm Up tickets and other benefits.
Long Island City Residents with proof of residency in ZIP codes 11101‰ÛÒ11109 receive one free ticket on a first-come, first-served basis, pending availability. Please note that a limited number of tickets are set aside for Long Island City Residents per Warm Up. Guests of LIC residents must purchase tickets.

PLEASE BE ADVISED

Lineup is subject to change.
As Warm Up is a special event, MoMA PS1's regular admission policy does not apply. Limited galleries are on view during Warm Up. All galleries close at 6:00pm. 
Warm Up is an outdoor event and takes place rain or shine.
There are no Group Visits or Tours on Warm Up Saturdays.
The following categories do not receive free admission to Warm Up: MoMA members, MoMA Corporate Members, MoMA Corporate Student Members, MoMA admission ticket holders, MoMA Annual Pass holders, staff of other museums, and members of the press who have not been authorized in advance.
Entry and re-entry are not permitted after 8:40 PM.
Outside food and alcohol are not permitted.
M. Wells Dinette is open for cocktails and grab-and-go food items from Noon‰ÛÒ9 PM during Warm Up Saturdays. Event admission is required for entry.
Mandatory bag check occurs upon entry. MoMA PS1 reserves the right to decide what can be brought onto the premises.",1,MUSIC_EVENT

THEATER_EVENT,"Hear narratives of Ajax, an ancient Greek military hero, and A.J., a modern female American soldier, both undone by the betrayal of a commanding officer. Athena, goddess of war, coolly presides. Inspired by material collected from interviews with Iraq war veterans and their families, Ajax in Iraq explores the timeless struggle soldiers face in trying to make sense of war. 

For more information or to RSVP e-mail vets@lagcc.cuny.edu or call (718) 482-5386",1,THEATER_EVENT

FAMILY_EVENT,"Meet with representatives from the U.S. Dept. of Veterans Affairs, NYS Division of Veterans‰Ûª Affairs, NYC Department of  Veterans Services, NYC Veteran Centers and more.

For more information e-mail vets@lagcc.cuny.edu or call (718) 482-5386",1,FAMILY_EVENT

OTHER,"Student Giving Day is on Wednesday, May 4th! Whether you give $1 or $100, all donation amounts can help your fellow students pay for school. 

Donate at giving tables in E, M, C-Lobby, or visit https://15341.thankyou4caring.org/onlinedonations #scholarships #Payitforward #studentsheartstudents

For more info, contact tansmith@lagcc.cuny.edu or 718-482-5994.",1,OTHER

THEATER_EVENT,"Come and hear true stories of women fighting for rights of women veterans, women who have gone to war for our country, and family members supporting our men and women in the
military. 

For more information or to RSVP e-mail vets@lagcc.cuny.edu or call (718) 482-5386",1,THEATER_EVENT

ART_EVENT,"Featuring the New York Premiere of TRACES‰Û_
From the intimacy of the duet to powerful driving ensembles, the work of choreographer Carolyn Dorfman creates rich worlds for audiences to enter. Known as a creator of evocative dances that reflect her concern about the human condition, this program features the premiere of TRACES, an exploration of the forces that create and change us--divide and connect us. At its core, it is a work about memory, history, legacy and now and the fragility of our world and its connections.",1,ART_EVENT

VOLUNTEERING,"Learn about our city's beautiful drinking water system, a wonder of nature and engineering! Share that new knowledge with NYC youth and kids! 

LaGuardia Community College, Room C463.

All folks, please share this to build our volunteer base! 

Come get trained to be a Watershed Docent, a volunteer who'll help introduce NYC school kids and other youth to our drinking water supply. This is NOT paddling skills training and you needn't be an expert paddler; this is a night to learn about our drinking water system and the Neversink Reservoir itself. This program will activate HarborLAB's second boat fleet on the Neversink Reservoir in the Catskills. This program is made possible by the NYC Department of Envionmental Protection, the Catskill Watershed Corporation, and HarborLAB volunteers.

Please email harborlab@gmail.com with the subject line ""Neversink Training"" to participate.

(If you received Red Cross certification funded by HarborLAB's sponsors you have a special responsibility to this program. Please make every effort to ensure its success.)",0,VOLUNTEERING

WORKSHOP,"Receive step-by-step instructions to complete the Common Application, including a description of what documents to submit with the application. Special attention will be given to the essay question. You must register to attend this workshop. Room number will be given upon registration.
This session is free, but registration is required. Call 718-482-5966 to register",1,WORKSHOP

RELIGIOUS_EVENT,"Querido irmÌ£o e irmÌ£ em Cristo,

Convidamos vocÌ» para no dia 8 de Maio as 12:00 AM  participar do nosso primeiro ""Vem EspÌ_rito Santo"". Um evento de total entrega ao Senhor no qual durante 12 horas iremos louvar, adorar, orar, jejuar e interceder por um novo tempo. Um novo patamar de vida cristÌ£. Um nÌ_vel mais alto e de maior profundidade e intimidade com o EspÌ_rito Santo de Deus, de real arrependimento e quebrantamento. NÌ£o perca essa oportunidade de como igreja sermos juntos edificados! Maranata ora vem Senhor Jesus!",0,RELIGIOUS_EVENT

FITNESS,"Mulheres, esse convite Ì© para vocÌ»s! Se vocÌ» ama danÌ_ar ou sempre quis aprender a danÌ_ar, dance com Vidas em Movimento no dia 05 de marÌ_o 10-11: 00. O ensaio Ì© aberto a todas as mulheres 13+ e Ì© grÌÁtis! Nenhuma experiÌ»ncia de danÌ_a Ì© necessÌÁrio. Basta trazer sua roupa de ginÌÁstica, uma garrafa de ÌÁgua, a sua energia, e uma amiga (ou duas).

---

Ladies, this invitation is for you! If you love to dance or always wanted to learn to dance, dance with Vidas em Movimento on March 5th from 10-11:00. Practice is open to all women ages 13+ and it's free! No dance experience is necessary. Just bring workout clothes, a water bottle, your energy, and a friend (or two).",0,FITNESS

FESTIVAL_EVENT,"Neste verÌ£o teremos a nossa FEIRA DA COMUNIDADE! Toda nossa rua serÌÁ fechada e oferecemos ServiÌ_os Gratuitos ÌÊ nossa Comunidade e aos membros da nossa PIB Family Church .
NÌ£o fique de fora! Marque essa data na sua agenda, seja um voluntÌÁrio, traga mais um!
---------------------------------------------------------------------------
This summer we will have our  COMMUNITY FAIR! 
Our entire street will be closed and we will offer Free Services to our community and members of our PIB Family Church.
Do not miss it out! Save this date on your calendar, be a volunteer, bring guests!

#pibcommunityfair2015",1,FESTIVAL_EVENT

RELIGIOUS_EVENT,"Pr. Coty na PIB Family Church:  Entendendo a construÌ_Ì£o da Homossexualidade.

‰Û¢ INVESTIMENTO $10 ‰Û¢

NÌ£o fique de fora e convide mais um!",0,RELIGIOUS_EVENT

FAMILY_EVENT,"Como vocÌ»s jÌÁ sabem, nesse domingo, 08/02/2015, nossos Pastores Francisco e Deiva Izidoro estÌ£o voltando de ferias e nada melhor do que recepcionÌÁ-los com um delicioso cafe da manha. Contamos com sua presenÌ_a!

Please, confirmem sua presenÌ_a aqui para termos uma ideia de quantas pessoas virÌ£o para nos organizarmos com a quantidade do que comprar.
Sinta-se a vontade tambÌ©m de adcionar aqui algum membro da nossa igreja que nÌ£o estÌÁ aqui",1,FAMILY_EVENT

RELIGIOUS_EVENT,"Esse ano, dia 31 de marÌ_o nosso querido Pastor Francisco completa 60 anos e isso Ì© motivo de festa! 
Estamos organizando uma festa SURPRESA no domingo, dia 29 de MarÌ_o, e contamos com a sua presenÌ_a e ajuda para fazer dessa data um dia especial na vida do nosso pastor e na histÌ_ria da nossa PIB FAMILY CHURCH!!

Nosso culto serÌÁ uma homenagem ao nosso Pastor em agradecimento a Deus por todas as benÌ_Ì£os concedidas a ele e atravÌ©s dele. E ao final do nosso culto, lÌÁ no 2o andar teremos uma GRANDE FESTA SURPRESA!

Contamos com a sua ajuda trazendo um PRATO SALGADO e uma SOBREMESA para juntos termos um grande almoÌ_o em comunhÌ£o bem do jeitinho que o nosso Pastor gosta. Nos deixe saber o que vocÌ» pode trazer e nÌ£o deixe de participar desse momento tÌ£o especial!
E claro, contamos tambÌ©m com seu silÌ»ncio. Shhhhh Ì© SURPRESA :)",0,RELIGIOUS_EVENT

RELIGIOUS_EVENT,"NÌ£o fique de fora do nosso Tea Party em comemoraÌ_Ì£o ao Dia Internacional da Mulher.

SerÌÁ um momento de comunhÌ£o, renovo e um papo bem gostoso entre amigas.

Garanta jÌÁ o seu convite! E nÌ£o deixa de aproveitar para levar uma amiga!

Esperamos cada uma de vocÌ»s, mulheres preciosas, para essa tarde que estÌÁ sendo planejada com muito amor """,0,RELIGIOUS_EVENT

RELIGIOUS_EVENT,"O desafio de lidar com uma geraÌ_Ì£o marcada pela imoralidade!
Sexta - 8:30pm
Sabado - 2:30pm as 8:00pm
Domingo - 11:00am",0,RELIGIOUS_EVENT

RELIGIOUS_EVENT,"Adora Kids com Pr. Gui e Aleca Pop.
Data e HorÌÁrio: 14 de Dezembro as 12pm
Local: 26-13 18th Street, Astoria",0,RELIGIOUS_EVENT

RELIGIOUS_EVENT,"Vamos ter um evento especial em comemoraÌ_Ì£o dos 32 Anos da PIB-Family Church. Teremos conosco Wagner Carvalho da Igreja Batista Central de Belo Horizonte no nosso SeminÌÁrio DNA - Igreja em CÌ©lulas. 

NÌ£o perca esta oportunidade exponencial!!!

Local: PIB-Family Church: 26-13 18th Street, Astoria, NY 11102
Investimento: $20
Data: 22 & 23 de Novembro
Preletor e Coordenador: Wagner Carvalho",0,RELIGIOUS_EVENT

RELIGIOUS_EVENT,"Palestrante: Pr. Edilson Silva
Local: PIB Family Church
26-13 18th Street, Astoria, NY 11102

Dia 8 SÌÁbado: 6pm as 9pm
Dia 9 Domingo: 12:15pm as 2pm

InscriÌ_Ìµes: http://www.pibfamily.church/eventos/mergulhadosnapresenca",0,RELIGIOUS_EVENT

MEETUP,"We are very happy to have Founders Brewing Co back for another event night. We will have 4 beers on tap including; 2016 Breakfast Stout, Mosaic Promise IPA, Summatra Mountain Brown Ale and the 2016 Harvest Ale.  There will be plenty of giveaways and a Ring Toss to win free take home beer all while Bingo is happening. Please join us in making this the best Event night we've had to date. Get here early to guarantee a seat and enjoy this great Founders Event..!",0,MEETUP

MEETUP,We're having a very Special event to Launch this years Dogfish 120 Minute Double IPA.  This beer only comes out ONCE a year and should Not be missed - tell all your friends and neighbors.  We'll also have our normal Bingo night starting shortly after.,0,MEETUP

NIGHTLIFE,"It's our 1st birthday and we're so excited for you all to stop by and celebrate with us.  We'll have Beer and specials all night long.  Please invite all of our friends, we can't wait to celebrate a successful first year with you - our Family.",0,NIGHTLIFE
